X,NP,experiment,sub.experiment,frt,srichness,pevenness,isimpson,cvar_C,cvar_R,cvar_L,idisp_C,idisp_R,idisp_L,fd_rich,fd_div,fd_reg
78,10,RU,ru,2.99979498916084,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,10,RU,ru,5.03058661456971,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,10,RU,ru,4.00524423920754,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,10,RU,ru,5.9744933231385,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,10,RU,ru,3.99665669089256,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,10,RU,ru,4.02105403823367,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,10,RU,ru,3.00040501481712,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,10,RU,ru,3.0020100418354,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,10,RU,ru,5.01221692332382,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,10,RU,ru,3.00152651633991,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,10,RU,ru,3.99165687705266,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,10,RU,ru,6.99781677434708,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,10,RU,ru,5.01598177091644,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,10,RU,ru,4.00927538580904,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,10,RU,ru,9.01056348884333,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,10,RU,ru,3.99451530258271,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,10,RU,ru,6.02171996382709,2,0.73550858155384,1.48849557522124,0.74561894277103,0.198679867986799,0.680874316939891,30.8045010016423,0.0299013201320132,0.212092349726776,0.301096042516145,1.35164356130436,0.019894524261572
95,10,RU,ru,6.04608664365933,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,10,RU,ru,4.98278606749099,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,10,RU,ru,4.03485550897406,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,10,RU,ru,3.00222311295123,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,10,RU,ru,2.99176306640334,3,0.202419926065366,1.09986299284518,0.5685395594844,0.603807520730989,0.711376116929514,18.3450057910749,0.205868162140889,0.248304800724638,0.0484007832022303,0.567154678631176,0.0
100,10,RU,ru,5.05006743082937,3,0.467318853789435,1.34734989243106,0.598665808926615,0.236511613446617,0.454545549982048,20.1988689792498,0.0287892918825561,0.104132275132275,0.13492924589797,1.42068680774235,0.149697615325644
101,10,RU,ru,4.99616056934478,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,10,RU,ru,3.01422395658779,2,0.413816850303634,1.18032786885246,0.926041513322538,0.407013815090329,0.0886781929726715,43.6901755778007,0.0779431455897981,0.0070499163413273,0.0275923132667622,1.37231346921146,0.231296114008013
103,10,RU,ru,2.99623665194138,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,10,RU,ru,8.04545276483358,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,10,RU,ru,2.9999878882236,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,10,RU,ru,7.02671180245252,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,10,RU,ru,10.7698611558849,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,10,RU,ru,3.97758437408092,2,0.629249223856035,1.3622641509434,0.51362880344389,0.0530401034928848,0.521191294387171,13.4822424615987,0.0010873221216041,0.118571019473081,0.0119416610477823,0.816435328608807,0.0033718047046586
109,10,RU,ru,9.07637147852115,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,10,RU,ru,5.97567377015167,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,10,RU,ru,5.00499811011857,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,10,RU,ru,3.00539752485565,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,10,RU,ru,3.98574531741338,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,10,RU,ru,4.95865303507857,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,10,RU,ru,5.01397844448039,2,0.655023990878873,1.39015240328253,0.561091034937907,0.10920245398773,0.307025986525505,19.5582307503481,0.0097190184049079,0.0489706448508181,0.0450694489205073,0.893579937585057,0.0162717139450038
116,10,RU,ru,6.009575480001,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,10,RU,ru,2.99207947852777,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,10,RU,ru,7.08529977945684,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,10,RU,ru,4.01391863742997,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,10,RU,ru,4.99367494653841,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,10,RU,ru,4.95857701747574,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,10,RU,ru,6.07166029349163,2,0.543564443199596,1.28,0.732104393127285,0.337799043062201,0.343790849673203,16.0495585583329,0.0596215311004785,0.0452084967320261,0.0568918341050457,1.06829871887261,0.0040108280167186
123,10,RU,ru,3.00829840542385,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,10,RU,ru,4.00635455259127,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,10,RU,ru,3.00715391065931,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,10,RU,ru,4.00341361534393,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,10,RU,ru,3.00815922031091,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,10,RU,ru,4.01990689984027,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,10,RU,ru,5.98629007560987,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,10,RU,ru,3.00059028674812,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,10,RU,ru,6.01711513194564,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,10,RU,ru,3.00805927499304,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,10,RU,ru,3.99032277520418,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,10,RU,ru,6.042761578073,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,10,RU,ru,8.86147462097041,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,10,RU,ru,3.97409586507334,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,10,RU,ru,6.95846016540614,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,10,RU,ru,15.373309960349,3,0.565874598098686,1.51354339414041,0.465396583281888,0.583677198676221,0.802009358805872,9.58146788133614,0.205202361187973,0.172597101449275,0.362725455172849,1.13483553101395,0.288398627540015
139,10,RU,ru,5.96465354065507,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,10,RU,ru,7.08320840479876,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,10,RU,ru,4.01649679820344,2,0.997821184299732,1.99398025523718,0.75406587801385,0.0901287553648068,0.215811965811966,28.9840301532184,0.0047317596566523,0.0217970085470085,0.0887993902873669,1.46804522551876,0.0174512034330286
142,10,RU,ru,5.02451876933551,2,0.181489153266488,1.05642560394758,0.559736468057316,0.642857142857143,0.232618025751073,16.3112804156583,0.0057857142857142,0.0315197424892704,0.0002773279040768,0.376296412340542,0.0144057678260151
143,10,RU,ru,3.99666698229807,3,0.775235284927962,2.01988686179604,0.605679661030983,0.458399868367813,0.305920778062744,19.0888056850988,0.0907063063063063,0.0654800698745434,0.819814349014224,1.37648461809415,0.0880803758915345
144,10,RU,ru,4.00703032717846,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,10,RU,ru,3.01294997557597,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,10,RU,ru,6.01461584569513,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,10,RU,ru,3.98428718151581,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,10,RU,ru,7.99809118485953,2,0.977001239421856,1.93852309930884,0.545417742723529,0.208534067446662,0.561576354679803,10.6550083129755,0.0315929112181693,0.0640197044334975,0.188200020916035,1.05566836155875,0.0167220217752979
149,10,RU,ru,5.99392188026371,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,10,RU,ru,5.9960107618007,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,10,RU,ru,36.7531229411944,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,10,RU,ru,4.02868344632984,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,10,RU,ru,4.99373795423918,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,10,RU,ru,5.00690217169881,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,10,RU,ru,5.01187539893562,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,10,RU,ru,21.9351595144894,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,10,RU,ru,6.87220679503685,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,10,RU,ru,2.99323856042717,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,10,RU,ru,3.98760725918793,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,10,RU,ru,3.99560128721864,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,10,RU,ru,3.00358978720072,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,10,RU,ru,4.0033262480549,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,10,RU,ru,4.00024265857261,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,10,RU,ru,4.00990541928119,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,10,RU,ru,5.92692264943861,2,0.998282846230061,1.99525222551929,0.628551610063229,0.694444444444444,0.0090909090909091,14.8086759330897,0.173611111111111,2.72727272727273e-05,0.0099305536363001,1.21886886177351,0.0301264404145388
166,10,RU,ru,4.00941963225788,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,10,RU,ru,9.00187371195525,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,10,RU,ru,3.99232797858233,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,10,RU,ru,7.99457298369513,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,10,RU,ru,38.9684939593262,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,10,RU,ru,34.6876549807464,2,0.564336444493229,1.2985862393968,0.646113062039524,0.0070052539404553,0.552,24.2512076705915,2.80210157618214e-05,0.019044,0.000507214309915,1.02606238262127,0.169995391312764
172,10,RU,ru,4.99175997658547,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,10,RU,ru,4.0020645564755,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,10,RU,ru,8.04563155680671,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,10,RU,ru,4.00996612680402,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,10,RU,ru,9.83529139157841,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,10,RU,ru,3.00004492988892,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,10,RU,ru,4.01317209412324,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,10,RU,ru,7.91563262104716,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,10,RU,ru,4.00001286031876,2,0.582246305012124,1.31527924130664,0.659782434357634,0.222884386174017,0.304132231404959,23.0696227085319,0.0208396901072706,0.0559603305785124,0.0754702630679577,1.09732535227485,0.0003116841889299
181,10,RU,ru,5.44065223947796,4,0.865475922351069,3.06014400677679,0.76057013345776,1.08255991852673,0.924402756460462,26.4862652281215,0.258118898978434,0.266396752205293,1.40261119272707,1.53078877390278,0.169926918528286
182,10,RU,ru,8.84359149786832,2,0.994030211476957,1.98360655737705,0.519556501104656,0.0857843137254902,0.882063882063882,6.59784800752802,0.0030024509803921,0.158330466830467,0.0661522737215722,1.00883704310732,0.170544931586082
183,10,RU,ru,10.8564996156625,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,10,RU,ru,3.99027984433089,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,10,RU,ru,5.01688368862858,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,10,RU,ru,5.03248707244859,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,10,RU,ru,4.0093972688384,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,10,RU,ru,2.98554787467395,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,10,RU,ru,12.1038019360738,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,10,RU,ru,3.0051931459147,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,10,RU,ru,6.01517926992248,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,10,RU,ru,15.4204180242172,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,10,RU,ru,3.01452954608524,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
