biome,N,ncom,init,frt,srichness,isimpson
med,10,1808,5,22.421524,1,1.0
med,10,1808,6,24.1545887,1,1.0
med,10,1808,7,24.7524757,1,1.0
med,10,1808,8,24.3902435,1,1.0
med,10,1808,9,25.6410255,1,1.0
med,10,1808,10,23.9234447,1,1.0
med,10,1808,11,24.0384617,1,1.0
med,10,1808,12,22.6244335,1,1.0
med,10,1809,1,22.421524,1,1.0
med,10,1809,2,21.4592266,1,1.0
med,10,1809,3,24.5098038,1,1.0
med,10,1809,4,23.5849056,1,1.0
med,10,1809,5,23.696682,1,1.0
med,10,1809,6,27.173914,1,1.0
med,10,1809,7,25.6410255,1,1.0
med,10,1809,8,24.6305428,1,1.0
med,10,1809,9,25.2525253,1,1.0
med,10,1809,10,25.0,1,1.0
med,10,1809,11,23.3644867,1,1.0
med,10,1809,12,25.2525253,1,1.0
med,10,1810,1,208.333328,1,1.0
med,10,1810,2,13.927577,1,1.0
med,10,1810,3,12.1065378,1,1.0
med,10,1810,4,12.6582279,1,1.0
med,10,1810,5,12.4688282,1,1.0
med,10,1810,6,13.2625999,1,1.0
med,10,1810,7,12.6262627,1,1.0
med,10,1810,8,12.8865976,1,1.0
med,10,1810,9,14.0449438,1,1.0
med,10,1810,10,12.6582279,1,1.0
med,10,1810,11,13.8888893,1,1.0
med,10,1810,12,13.1926117,1,1.0
med,10,1811,1,138.888885,3,1.9739057451302493
med,10,1811,2,125.0,3,1.9254839016484406
med,10,1811,3,121.951218,3,1.8775170009270228
med,10,1811,4,151.515152,3,1.9586929890438514
med,10,1811,5,142.857147,3,2.0345411789265597
med,10,1811,6,131.578949,3,1.981198234052209
med,10,1811,7,121.951218,3,1.826682186864803
med,10,1811,8,119.047623,3,1.8651306187026062
med,10,1811,9,151.515152,3,2.08585960106988
med,10,1811,10,121.951218,3,1.893503819411526
med,10,1811,11,131.578949,3,1.9129156031863994
med,10,1811,12,138.888885,3,2.0172045673741024
med,10,1812,1,217.391312,1,1.0
med,10,1812,2,172.413788,1,1.0
med,10,1812,3,200.0,1,1.0
med,10,1812,4,200.0,1,1.0
med,10,1812,5,200.0,1,1.0
med,10,1812,6,178.571426,1,1.0
med,10,1812,7,166.666672,1,1.0
med,10,1812,8,161.290329,1,1.0
med,10,1812,9,217.391312,1,1.0
med,10,1812,10,217.391312,1,1.0
med,10,1812,11,250.0,1,1.0
med,10,1812,12,208.333328,1,1.0
med,10,1813,1,58.8235283,4,1.8658708856834798
med,10,1813,2,46.2962952,3,2.065783156571571
med,10,1813,3,49.5049515,4,2.042893500436168
med,10,1813,4,58.139534,3,1.8215356784326373
med,10,1813,5,54.3478279,4,1.8955883531433915
med,10,1813,6,45.4545441,3,2.006790506041698
med,10,1813,7,47.1698112,3,2.0100730316801156
med,10,1813,8,48.5436897,3,2.0043263840998318
med,10,1813,9,59.5238113,3,1.7637855800302595
med,10,1813,10,53.1914902,3,1.8890210035289547
med,10,1813,11,54.9450531,4,1.8973832401827766
med,10,1813,12,53.1914902,4,1.8851029922325804
med,10,1814,1,37.0370369,3,2.1163126782912727
med,10,1814,2,38.4615402,3,2.2089801592824143
med,10,1814,3,39.370079,4,2.625460074328223
med,10,1814,4,36.231884,2,1.9222231601399415
med,10,1814,5,38.7596893,4,2.612517744382235
med,10,1814,6,37.3134346,3,2.2181186616725515
med,10,1814,7,37.0370369,3,2.1404030716340072
med,10,1814,8,38.1679382,4,2.2712186495457956
med,10,1814,9,37.5939865,4,2.1601306939612805
med,10,1814,10,37.0370369,2,1.9827904395148168
med,10,1814,11,37.3134346,3,2.261346750576961
med,10,1814,12,37.5939865,3,2.213007435174738
med,10,1815,1,121.951218,1,1.0
med,10,1815,2,147.058823,1,1.0
med,10,1815,3,156.25,1,1.0
med,10,1815,4,125.0,1,1.0
med,10,1815,5,151.515152,1,1.0
med,10,1815,6,131.578949,1,1.0
med,10,1815,7,138.888885,1,1.0
med,10,1815,8,125.0,1,1.0
med,10,1815,9,138.888885,1,1.0
med,10,1815,10,142.857147,1,1.0
med,10,1815,11,172.413788,1,1.0
med,10,1815,12,185.185181,1,1.0
med,10,1816,1,50.0,3,2.1575524876565297
med,10,1816,2,53.1914902,3,2.1262507771628822
med,10,1816,3,52.6315804,3,2.0664670399585914
med,10,1816,4,52.0833321,3,2.1389221018669415
med,10,1816,5,52.0833321,3,2.0963441260122004
med,10,1816,6,53.1914902,3,2.082489920865599
med,10,1816,7,52.0833321,3,2.0928522159738874
med,10,1816,8,52.6315804,3,2.095881916506185
med,10,1816,9,49.5049515,3,2.153755824045899
med,10,1816,10,53.1914902,3,2.151430638898258
med,10,1816,11,52.0833321,3,2.0749361352248368
med,10,1816,12,53.7634392,3,2.152464029133388
med,10,1817,1,38.7596893,3,2.1605444263668923
med,10,1817,2,37.0370369,3,2.3578715052967225
med,10,1817,3,38.1679382,3,2.2154012930601326
med,10,1817,4,39.6825409,3,2.098379628622682
med,10,1817,5,38.1679382,3,2.217364184596593
med,10,1817,6,39.6825409,3,2.136447470844341
med,10,1817,7,38.1679382,3,2.141741267862276
med,10,1817,8,37.878788,3,2.2460019012020735
med,10,1817,9,38.1679382,3,2.205953536795119
med,10,1817,10,37.3134346,3,2.2457873124831247
med,10,1817,11,38.1679382,3,2.1939027865099736
med,10,1817,12,37.878788,3,2.2854973747927096
med,10,1818,1,13.3689842,1,1.0
med,10,1818,2,13.333333,1,1.0
med,10,1818,3,13.1233597,1,1.0
med,10,1818,4,13.2625999,1,1.0
med,10,1818,5,13.020833,1,1.0
med,10,1818,6,13.2275133,1,1.0
med,10,1818,7,13.4770889,1,1.0
med,10,1818,8,13.7741051,1,1.0
med,10,1818,9,13.0890055,1,1.0
med,10,1818,10,13.2275133,1,1.0
med,10,1818,11,13.2625999,1,1.0
med,10,1818,12,12.6903553,1,1.0
med,10,1819,1,44.2477875,3,2.259740011640251
med,10,1819,2,48.0769234,3,2.1197905921589797
med,10,1819,3,44.2477875,3,2.217301775167954
med,10,1819,4,40.3225822,3,2.3842295918860623
med,10,1819,5,44.6428566,3,2.239935047688519
med,10,1819,6,49.5049515,3,2.0791476993083404
med,10,1819,7,46.7289734,3,2.1458599763195028
med,10,1819,8,45.8715591,3,2.226727805108516
med,10,1819,9,46.7289734,3,2.233903993732528
med,10,1819,10,49.5049515,3,2.1523252211048027
med,10,1819,11,53.1914902,2,1.9499715752358906
med,10,1819,12,45.8715591,3,2.2092309789028923
med,10,1820,1,73.5294113,1,1.0
med,10,1820,2,71.4285736,1,1.0
med,10,1820,3,92.5925903,1,1.0
med,10,1820,4,69.4444427,1,1.0
med,10,1820,5,74.6268692,1,1.0
med,10,1820,6,76.9230804,1,1.0
med,10,1820,7,68.4931488,1,1.0
med,10,1820,8,94.3396225,1,1.0
med,10,1820,9,78.125,1,1.0
med,10,1820,10,86.2068939,1,1.0
med,10,1820,11,84.7457657,1,1.0
med,10,1820,12,90.9090881,1,1.0
med,10,1821,1,12.5,1,1.0
med,10,1821,2,12.6582279,1,1.0
med,10,1821,3,12.5628138,1,1.0
med,10,1821,4,12.1654501,1,1.0
med,10,1821,5,12.2850122,1,1.0
med,10,1821,6,12.2549019,1,1.0
med,10,1821,7,12.0772943,1,1.0
med,10,1821,8,11.3895216,1,1.0
med,10,1821,9,12.048193,1,1.0
med,10,1821,10,12.4069481,1,1.0
med,10,1821,11,12.5,1,1.0
med,10,1821,12,11.8203306,1,1.0
med,10,1822,1,17.985611,1,1.0
med,10,1822,2,16.7224083,1,1.0
med,10,1822,3,16.7785244,1,1.0
med,10,1822,4,17.985611,1,1.0
med,10,1822,5,16.7785244,1,1.0
med,10,1822,6,17.8571434,1,1.0
med,10,1822,7,17.985611,1,1.0
med,10,1822,8,17.8571434,1,1.0
med,10,1822,9,18.6567173,1,1.0
med,10,1822,10,18.6567173,1,1.0
med,10,1822,11,21.1864414,1,1.0
med,10,1822,12,19.0114059,1,1.0
med,10,1823,1,16.1812305,1,1.0
med,10,1823,2,17.985611,1,1.0
med,10,1823,3,17.6056347,1,1.0
med,10,1823,4,18.181818,1,1.0
med,10,1823,5,17.1232872,1,1.0
med,10,1823,6,16.5016499,1,1.0
med,10,1823,7,17.9211464,1,1.0
med,10,1823,8,16.4473686,1,1.0
med,10,1823,9,17.4825172,1,1.0
med,10,1823,10,18.115942,1,1.0
med,10,1823,11,16.3934422,1,1.0
med,10,1823,12,17.6678448,1,1.0
med,10,1824,1,89.2857132,3,2.8186382282708498
med,10,1824,2,79.3650818,3,2.1279108999343714
med,10,1824,3,89.2857132,3,2.6689730068896655
med,10,1824,4,80.6451645,3,2.216682926691904
med,10,1824,5,86.2068939,3,2.579423384808972
med,10,1824,6,94.3396225,3,2.708864793981169
med,10,1824,7,84.7457657,3,2.475704591868309
med,10,1824,8,86.2068939,3,2.4017625360395374
med,10,1824,9,92.5925903,4,2.7731922151702575
med,10,1824,10,83.3333359,3,2.482432686731753
med,10,1824,11,87.7192993,3,2.6184398051334297
med,10,1824,12,86.2068939,3,2.5943662056691137
med,10,1825,1,44.6428566,2,1.2817244638093557
med,10,1825,2,46.7289734,2,1.2262055500823812
med,10,1825,3,48.5436897,2,1.2003056775803649
med,10,1825,4,50.0,2,1.116778493766763
med,10,1825,5,42.0168076,2,1.3434729302437372
med,10,1825,6,43.8596497,2,1.2846009449560951
med,10,1825,7,41.3223152,2,1.341974189040146
med,10,1825,8,52.0833321,2,1.1019028604192125
med,10,1825,9,43.8596497,2,1.2784980619181032
med,10,1825,10,46.7289734,2,1.1900030788271816
med,10,1825,11,44.6428566,2,1.2997771950425274
med,10,1825,12,45.4545441,2,1.2321350858896527
med,10,1826,1,43.47826,3,1.1648931178514483
med,10,1826,2,43.8596497,3,1.2363164420990227
med,10,1826,3,45.0450439,3,1.1508317513568944
med,10,1826,4,43.8596497,3,1.1620425827035596
med,10,1826,5,43.8596497,3,1.2144835734165804
med,10,1826,6,43.103447,3,1.1322202814320719
med,10,1826,7,43.47826,3,1.1350920378671432
med,10,1826,8,43.103447,3,1.2849586118211997
med,10,1826,9,39.6825409,3,1.320432720338803
med,10,1826,10,45.4545441,3,1.1536312929971388
med,10,1826,11,44.6428566,3,1.1045793651769025
med,10,1826,12,44.2477875,3,1.1002745434093952
med,10,1827,1,200.0,3,1.1451860109168333
med,10,1827,2,217.391312,2,1.0335310274899507
med,10,1827,3,357.142853,1,1.0
med,10,1827,4,277.777771,2,1.0256811183976264
med,10,1827,5,312.5,2,1.0128419041644456
med,10,1827,6,294.117645,1,1.0
med,10,1827,7,227.27272,2,1.0769672294076547
med,10,1827,8,277.777771,2,1.016861068663116
med,10,1827,9,357.142853,1,1.0
med,10,1827,10,238.095245,2,1.0034454392912278
med,10,1827,11,238.095245,2,1.0035602737893812
med,10,1827,12,250.0,2,1.007741249953772
med,10,1828,1,16.5562916,2,1.9841491905284683
med,10,1828,2,15.1057405,2,1.9996820185757118
med,10,1828,3,14.6627569,2,1.9997738401273983
med,10,1828,4,15.4798765,2,1.9978951345653322
med,10,1828,5,16.1812305,2,1.9873553347272628
med,10,1828,6,15.9235668,2,1.9915441416238664
med,10,1828,7,16.1290321,2,1.988067989822195
med,10,1828,8,15.3374233,2,1.999064699252078
med,10,1828,9,15.5763245,2,1.9963076195909994
med,10,1828,10,14.9253731,2,1.9999667361863591
med,10,1828,11,15.151515,2,1.9991184738224133
med,10,1828,12,15.9235668,2,1.9913609767604257
med,10,1829,1,8.43170357,1,1.0
med,10,1829,2,8.48896408,1,1.0
med,10,1829,3,8.54700851,1,1.0
med,10,1829,4,8.33333302,1,1.0
med,10,1829,5,8.65051937,1,1.0
med,10,1829,6,8.72600365,1,1.0
med,10,1829,7,8.474576,1,1.0
med,10,1829,8,7.9365077,1,1.0
med,10,1829,9,8.62068939,1,1.0
med,10,1829,10,8.474576,1,1.0
med,10,1829,11,8.474576,1,1.0
med,10,1829,12,8.01282024,1,1.0
med,10,1830,1,7.83699083,1,1.0
med,10,1830,2,7.78816223,1,1.0
med,10,1830,3,7.88643551,1,1.0
med,10,1830,4,8.16993427,1,1.0
med,10,1830,5,8.03858566,1,1.0
med,10,1830,6,8.14332294,1,1.0
med,10,1830,7,8.18330574,1,1.0
med,10,1830,8,8.02568245,1,1.0
med,10,1830,9,8.29187393,1,1.0
med,10,1830,10,7.89889431,1,1.0
med,10,1830,11,8.34724522,1,1.0
med,10,1830,12,7.8247261,1,1.0
med,10,1831,1,86.2068939,1,1.0
med,10,1831,2,87.7192993,1,1.0
med,10,1831,3,69.4444427,1,1.0
med,10,1831,4,86.2068939,1,1.0
med,10,1831,5,74.6268692,1,1.0
med,10,1831,6,106.38298,1,1.0
med,10,1831,7,80.6451645,1,1.0
med,10,1831,8,102.040817,1,1.0
med,10,1831,9,104.166664,1,1.0
med,10,1831,10,84.7457657,1,1.0
med,10,1831,11,78.125,1,1.0
med,10,1831,12,71.4285736,1,1.0
med,10,1832,1,44.2477875,4,2.044161885557427
med,10,1832,2,31.6455688,3,2.0196949123696606
med,10,1832,3,34.4827576,3,2.1549643372741776
med,10,1832,4,45.4545441,3,2.0301665919172383
med,10,1832,5,37.3134346,3,2.052269300365373
med,10,1832,6,39.6825409,3,1.9302082163196657
med,10,1832,7,45.8715591,4,1.9790391270919996
med,10,1832,8,44.6428566,3,2.0148718393729537
med,10,1832,9,46.2962952,4,1.9796434242453147
med,10,1832,10,34.2465744,3,2.1308940746989253
med,10,1832,11,38.1679382,3,2.0644344194974917
med,10,1832,12,40.9836082,4,2.011025384209055
med,10,1833,1,16.1290321,3,1.5881057258231308
med,10,1833,2,16.5562916,3,1.7937252008728775
med,10,1833,3,16.2866459,3,1.6982805306599167
med,10,1833,4,16.5016499,3,1.8000534591763746
med,10,1833,5,16.8350163,3,2.035081874408032
med,10,1833,6,16.0771713,3,1.6301137402314059
med,10,1833,7,16.4473686,3,1.8780692729811512
med,10,1833,8,16.1290321,3,1.6589345485234366
med,10,1833,9,16.5016499,3,1.8547841007105312
med,10,1833,10,16.1812305,3,1.585073784505698
med,10,1833,11,16.1812305,3,1.634564937955496
med,10,1833,12,16.0771713,3,1.7565625939114604
med,10,1834,1,119.047623,1,1.0
med,10,1834,2,102.040817,1,1.0
med,10,1834,3,125.0,1,1.0
med,10,1834,4,121.951218,1,1.0
med,10,1834,5,111.111115,1,1.0
med,10,1834,6,161.290329,1,1.0
med,10,1834,7,104.166664,1,1.0
med,10,1834,8,151.515152,1,1.0
med,10,1834,9,135.135132,1,1.0
med,10,1834,10,128.205124,1,1.0
med,10,1834,11,106.38298,1,1.0
med,10,1834,12,135.135132,1,1.0
med,10,1835,1,30.1204815,2,1.9130896675103783
med,10,1835,2,30.8641968,2,1.9329731288020533
med,10,1835,3,31.25,2,1.9543952362575925
med,10,1835,4,29.2397652,2,1.890257324467714
med,10,1835,5,31.0559006,2,1.9479817263584815
med,10,1835,6,31.0559006,2,1.9315123324685246
med,10,1835,7,31.6455688,2,1.9496495657573598
med,10,1835,8,31.0559006,2,1.9466949354601546
med,10,1835,9,29.7619057,2,1.9195289792173456
med,10,1835,10,30.1204815,2,1.9253984724232232
med,10,1835,11,30.6748466,2,1.933724937245786
med,10,1835,12,30.6748466,2,1.936123995347832
med,10,1836,1,96.1538467,1,1.0
med,10,1836,2,102.040817,1,1.0
med,10,1836,3,102.040817,1,1.0
med,10,1836,4,86.2068939,1,1.0
med,10,1836,5,131.578949,1,1.0
med,10,1836,6,111.111115,1,1.0
med,10,1836,7,90.9090881,1,1.0
med,10,1836,8,104.166664,1,1.0
med,10,1836,9,94.3396225,1,1.0
med,10,1836,10,125.0,1,1.0
med,10,1836,11,113.63636,1,1.0
med,10,1836,12,116.279068,1,1.0
med,10,1837,1,28.7356319,2,1.2857417749594313
med,10,1837,2,27.3224049,2,1.3571314392516187
med,10,1837,3,24.6305428,2,1.4776036850907357
med,10,1837,4,26.8817196,2,1.3680800969981801
med,10,1837,5,31.4465408,2,1.1802497771627491
med,10,1837,6,25.3807106,2,1.4409475710625235
med,10,1837,7,25.6410255,2,1.4558124701813298
med,10,1837,8,28.9017334,2,1.2765033331383266
med,10,1837,9,28.40909,2,1.3339659540234545
med,10,1837,10,28.40909,2,1.2944159033152394
med,10,1837,11,29.069767,2,1.2501176098016238
med,10,1837,12,29.069767,2,1.2720524171166818
med,10,1838,1,46.7289734,2,1.2437181296688982
med,10,1838,2,45.4545441,2,1.2461546375912629
med,10,1838,3,46.7289734,2,1.2628302831614284
med,10,1838,4,46.2962952,2,1.2220227435307776
med,10,1838,5,45.8715591,2,1.2257009815533813
med,10,1838,6,46.7289734,2,1.2475644753407586
med,10,1838,7,50.0,2,1.277340803876346
med,10,1838,8,48.5436897,2,1.2597999673961289
med,10,1838,9,48.0769234,2,1.2677653166863112
med,10,1838,10,46.2962952,2,1.2245764057642545
med,10,1838,11,48.5436897,2,1.2614121953352682
med,10,1838,12,48.0769234,2,1.2701912515064857
med,10,1839,1,29.5857983,3,2.7325075186603884
med,10,1839,2,28.2485867,3,2.92393195940319
med,10,1839,3,28.9017334,3,2.8098725423278514
med,10,1839,4,28.2485867,3,2.917579786896245
med,10,1839,5,29.2397652,3,2.7744325998705137
med,10,1839,6,27.9329605,3,2.9105299130612203
med,10,1839,7,29.2397652,3,2.8005985456284805
med,10,1839,8,29.069767,3,2.880522556707667
med,10,1839,9,28.2485867,3,2.9476115739712614
med,10,1839,10,28.5714283,3,2.916543697026971
med,10,1839,11,27.7777786,3,2.9938098148184342
med,10,1839,12,28.2485867,3,2.9306576488351537
med,10,1840,1,42.0168076,2,1.8910003514930622
med,10,1840,2,46.2962952,2,1.964152293084829
med,10,1840,3,42.3728828,2,1.9010988674237848
med,10,1840,4,42.3728828,2,1.896071413717412
med,10,1840,5,44.2477875,2,1.9400688356782902
med,10,1840,6,46.2962952,2,1.9628805898193362
med,10,1840,7,43.8596497,2,1.9185655356490758
med,10,1840,8,43.47826,2,1.9166177693865405
med,10,1840,9,42.7350426,2,1.8996917331062801
med,10,1840,10,42.7350426,2,1.9108050948971933
med,10,1840,11,42.0168076,2,1.8942637954573682
med,10,1840,12,45.0450439,2,1.9493268284968568
med,10,1841,1,56.8181801,1,1.0
med,10,1841,2,63.2911377,1,1.0
med,10,1841,3,56.1797752,1,1.0
med,10,1841,4,60.240963,1,1.0
med,10,1841,5,58.8235283,1,1.0
med,10,1841,6,61.7283936,1,1.0
med,10,1841,7,64.9350662,1,1.0
med,10,1841,8,57.4712639,1,1.0
med,10,1841,9,59.5238113,1,1.0
med,10,1841,10,53.7634392,1,1.0
med,10,1841,11,56.1797752,1,1.0
med,10,1841,12,60.240963,1,1.0
med,10,1842,1,53.7634392,3,2.0437253049230897
med,10,1842,2,15.5763245,2,1.437992399685437
med,10,1842,3,16.6112957,2,1.3925229825068741
med,10,1842,4,16.0256405,2,1.4166733886296627
med,10,1842,5,16.1812305,2,1.401057768000972
med,10,1842,6,15.9744406,2,1.4139714197573983
med,10,1842,7,52.6315804,3,2.062075768798499
med,10,1842,8,15.6739817,2,1.4402059700400276
med,10,1842,9,15.772871,2,1.4187252050135413
med,10,1842,10,15.5279503,2,1.4334748214677062
med,10,1842,11,15.772871,2,1.4178651545197447
med,10,1842,12,15.8227844,2,1.4140794630195808
med,10,1843,1,25.1256275,1,1.0
med,10,1843,2,23.8095245,1,1.0
med,10,1843,3,26.3157902,1,1.0
med,10,1843,4,26.041666,1,1.0
med,10,1843,5,26.4550266,1,1.0
med,10,1843,6,25.5102043,1,1.0
med,10,1843,7,27.0270271,1,1.0
med,10,1843,8,25.1256275,1,1.0
med,10,1843,9,26.4550266,1,1.0
med,10,1843,10,26.4550266,1,1.0
med,10,1843,11,25.0,1,1.0
med,10,1843,12,27.173914,1,1.0
med,10,1844,1,78.125,1,1.0
med,10,1844,2,83.3333359,1,1.0
med,10,1844,3,68.4931488,1,1.0
med,10,1844,4,67.5675659,1,1.0
med,10,1844,5,74.6268692,1,1.0
med,10,1844,6,79.3650818,1,1.0
med,10,1844,7,76.9230804,1,1.0
med,10,1844,8,81.9672165,1,1.0
med,10,1844,9,81.9672165,1,1.0
med,10,1844,10,79.3650818,1,1.0
med,10,1844,11,74.6268692,1,1.0
med,10,1844,12,67.5675659,1,1.0
med,10,1845,1,10.39501,1,1.0
med,10,1845,2,9.765625,1,1.0
med,10,1845,3,10.638298,1,1.0
med,10,1845,4,9.84251976,1,1.0
med,10,1845,5,10.7296133,1,1.0
med,10,1845,6,10.2669401,1,1.0
med,10,1845,7,9.7276268,1,1.0
med,10,1845,8,10.1626015,1,1.0
med,10,1845,9,9.92063522,1,1.0
med,10,1845,10,10.3734436,1,1.0
med,10,1845,11,10.2669401,1,1.0
med,10,1845,12,10.0806456,1,1.0
med,10,1846,1,33.783783,4,2.9102226801012
med,10,1846,2,34.4827576,4,2.930234673267664
med,10,1846,3,34.2465744,4,2.9798404508659604
med,10,1846,4,34.7222214,4,2.938831050940768
med,10,1846,5,37.5939865,4,2.8457287259126294
med,10,1846,6,35.4609947,4,2.9426461692127783
med,10,1846,7,34.4827576,4,2.933936108191164
med,10,1846,8,34.7222214,4,2.9504522289951733
med,10,1846,9,34.2465744,4,2.934982697515542
med,10,1846,10,34.9650345,4,2.9230557032763906
med,10,1846,11,34.9650345,4,2.9513455628337835
med,10,1846,12,35.9712219,4,2.9421759195203885
med,10,1847,1,45.4545441,3,1.8465891061874453
med,10,1847,2,40.0,3,1.8336332948398903
med,10,1847,3,43.47826,3,1.8078740408763534
med,10,1847,4,42.7350426,3,1.7606173050246585
med,10,1847,5,45.8715591,3,1.7583153179922943
med,10,1847,6,43.8596497,3,1.6850044165155738
med,10,1847,7,42.3728828,3,1.8188985805478746
med,10,1847,8,36.231884,3,1.8861396174518774
med,10,1847,9,41.6666679,3,1.7095251071647324
med,10,1847,10,43.103447,3,1.8037616371221294
med,10,1847,11,39.6825409,3,1.8189029626770647
med,10,1847,12,40.6504059,3,1.8811066780422605
med,10,1848,1,178.571426,3,1.1037610282708485
med,10,1848,2,277.777771,1,1.0
med,10,1848,3,238.095245,1,1.0
med,10,1848,4,250.0,1,1.0
med,10,1848,5,238.095245,1,1.0
med,10,1848,6,185.185181,2,1.0111063931692275
med,10,1848,7,357.142853,1,1.0
med,10,1848,8,263.157898,1,1.0
med,10,1848,9,227.27272,1,1.0
med,10,1848,10,333.333344,1,1.0
med,10,1848,11,217.391312,1,1.0
med,10,1848,12,200.0,1,1.0
med,10,1849,1,36.7647057,1,1.0
med,10,1849,2,31.25,1,1.0
med,10,1849,3,29.9401207,1,1.0
med,10,1849,4,26.5957451,1,1.0
med,10,1849,5,30.8641968,1,1.0
med,10,1849,6,27.9329605,1,1.0
med,10,1849,7,29.069767,1,1.0
med,10,1849,8,33.1125832,1,1.0
med,10,1849,9,30.4878044,1,1.0
med,10,1849,10,30.6748466,1,1.0
med,10,1849,11,27.173914,1,1.0
med,10,1849,12,34.7222214,1,1.0
med,10,1850,1,34.9650345,1,1.0
med,10,1850,2,35.4609947,1,1.0
med,10,1850,3,37.5939865,1,1.0
med,10,1850,4,34.4827576,1,1.0
med,10,1850,5,20.6611576,2,1.670155396909427
med,10,1850,6,33.3333321,1,1.0
med,10,1850,7,23.5849056,2,1.975479267608477
med,10,1850,8,22.8310509,2,1.942905262789876
med,10,1850,9,34.9650345,1,1.0
med,10,1850,10,15.4798765,2,1.0266531514674584
med,10,1850,11,38.1679382,1,1.0
med,10,1850,12,34.7222214,1,1.0
med,10,1851,1,89.2857132,3,1.9249203230286431
med,10,1851,2,96.1538467,3,2.037132850836596
med,10,1851,3,94.3396225,3,1.9141637637102378
med,10,1851,4,92.5925903,3,1.9115419861406866
med,10,1851,5,98.0392151,3,1.7932437614364996
med,10,1851,6,89.2857132,3,1.90832845591963
med,10,1851,7,90.9090881,3,1.943742097376814
med,10,1851,8,92.5925903,3,1.9560361787768024
med,10,1851,9,94.3396225,3,1.941744193005986
med,10,1851,10,89.2857132,3,1.9258426605184285
med,10,1851,11,90.9090881,3,1.977866076109281
med,10,1851,12,90.9090881,3,2.0028534713053
med,10,1852,1,55.5555573,2,1.9993801184972735
med,10,1852,2,25.3807106,3,1.7801821535128275
med,10,1852,3,67.5675659,2,1.7307624004876552
med,10,1852,4,33.5570488,3,2.7091356803675524
med,10,1852,5,28.0898876,4,2.688552991569678
med,10,1852,6,30.4878044,3,1.7579867650859273
med,10,1852,7,24.2718449,4,2.0699893783710106
med,10,1852,8,131.578949,1,1.0
med,10,1852,9,125.0,1,1.0
med,10,1852,10,108.695656,1,1.0
med,10,1852,11,26.4550266,2,1.99670056575145
med,10,1852,12,29.7619057,3,2.3792618410352087
med,10,1853,1,20.6611576,1,1.0
med,10,1853,2,23.2558136,1,1.0
med,10,1853,3,20.5761318,1,1.0
med,10,1853,4,22.3214283,1,1.0
med,10,1853,5,22.421524,1,1.0
med,10,1853,6,21.73913,1,1.0
med,10,1853,7,23.5849056,1,1.0
med,10,1853,8,21.8340607,1,1.0
med,10,1853,9,24.1545887,1,1.0
med,10,1853,10,24.1545887,1,1.0
med,10,1853,11,23.3644867,1,1.0
med,10,1853,12,20.4918041,1,1.0
med,10,1854,1,294.117645,1,1.0
med,10,1854,2,277.777771,1,1.0
med,10,1854,3,277.777771,1,1.0
med,10,1854,4,263.157898,1,1.0
med,10,1854,5,277.777771,1,1.0
med,10,1854,6,200.0,1,1.0
med,10,1854,7,192.307693,1,1.0
med,10,1854,8,277.777771,1,1.0
med,10,1854,9,208.333328,1,1.0
med,10,1854,10,208.333328,1,1.0
med,10,1854,11,294.117645,1,1.0
med,10,1854,12,454.545441,1,1.0
med,10,1855,1,384.615387,1,1.0
med,10,1855,2,8.51788712,1,1.0
med,10,1855,3,8.80281734,1,1.0
med,10,1855,4,8.43170357,1,1.0
med,10,1855,5,7.96178341,1,1.0
med,10,1855,6,8.36120415,1,1.0
med,10,1855,7,8.50340176,1,1.0
med,10,1855,8,8.59106541,1,1.0
med,10,1855,9,8.41750813,1,1.0
med,10,1855,10,8.51788712,1,1.0
med,10,1855,11,8.77192974,1,1.0
med,10,1855,12,8.66551113,1,1.0
med,10,1856,1,111.111115,2,1.0571946780729573
med,10,1856,2,116.279068,2,1.080053958392958
med,10,1856,3,119.047623,2,1.003392508346384
med,10,1856,4,108.695656,2,1.0340706602831
med,10,1856,5,128.205124,2,1.023186845019263
med,10,1856,6,104.166664,2,1.0523444735806815
med,10,1856,7,113.63636,1,1.0
med,10,1856,8,108.695656,2,1.014529355063569
med,10,1856,9,119.047623,2,1.0377846636486838
med,10,1856,10,108.695656,2,1.0439771701071254
med,10,1856,11,111.111115,2,1.0077082092411473
med,10,1856,12,116.279068,2,1.019373834932082
med,10,1857,1,35.2112694,2,1.6764442349565623
med,10,1857,2,36.7647057,2,1.6708244520182591
med,10,1857,3,34.7222214,2,1.6798996865065727
med,10,1857,4,33.3333321,2,1.6877452340866137
med,10,1857,5,31.4465408,2,1.6908651809385873
med,10,1857,6,34.2465744,2,1.6778980898340037
med,10,1857,7,37.0370369,2,1.6752908959202735
med,10,1857,8,34.2465744,2,1.6810241703396807
med,10,1857,9,34.013607,2,1.6817057580175234
med,10,1857,10,37.3134346,2,1.6716091163140578
med,10,1857,11,32.2580643,2,1.6882625727007083
med,10,1857,12,37.3134346,2,1.6712493065801368
med,10,1858,1,6.45994854,1,1.0
med,10,1858,2,6.57894754,1,1.0
med,10,1858,3,192.307693,2,1.4220395552731526
med,10,1858,4,6.51890469,1,1.0
med,10,1858,5,6.39386177,1,1.0
med,10,1858,6,6.77506781,1,1.0
med,10,1858,7,6.47668409,1,1.0
med,10,1858,8,6.71140957,1,1.0
med,10,1858,9,6.49350643,1,1.0
med,10,1858,10,6.80272102,1,1.0
med,10,1858,11,6.77506781,1,1.0
